Age,Annual_Income,Loan_Amount,Years_Employed,Dependents,Credit_History,Risk_Flag
40,101072,11372,28,1,Yes,0
50,35402,42291,0,0,Yes,1
34,26615,29080,32,2,Yes,0
64,139466,13282,3,4,No,0
36,128199,3866,37,1,No,0
43,90051,49750,26,1,Yes,0
31,76494,37790,14,3,Yes,0
57,149051,46791,36,3,Yes,0
39,71550,37589,4,4,Yes,0
55,23271,6833,5,1,No,1
63,78122,34234,32,3,No,0
36,23535,46875,19,3,Yes,1
28,71921,23296,38,0,Yes,0
38,47385,35787,5,3,Yes,0
63,50013,38429,32,1,Yes,0
48,77560,49929,18,3,Yes,0
39,80481,23322,32,0,Yes,0
43,97413,12946,28,3,No,0
64,98590,10812,36,3,Yes,0
24,87136,39506,37,3,Yes,0
51,109049,21914,8,4,Yes,0
50,41818,39119,11,0,No,1
39,118530,38249,11,4,Yes,0
35,107084,46027,11,3,Yes,0
20,103824,13863,26,3,Yes,0
47,138198,41533,4,4,Yes,0
50,58749,45785,8,1,Yes,0
30,86188,40034,18,4,Yes,0
58,67703,19815,21,1,Yes,0
58,102702,35746,27,3,No,1
50,92683,17192,7,2,No,0
58,120020,36504,10,2,No,1
44,136094,42148,4,0,Yes,0
47,50161,27801,10,4,Yes,0
37,63769,29897,18,1,Yes,0
62,95976,48780,31,3,Yes,0
21,142714,37843,28,2,Yes,0
32,78715,27379,35,0,Yes,0
63,96068,36690,28,1,Yes,0
23,132020,32241,22,3,Yes,0
30,67664,42384,21,2,Yes,0
29,28043,4595,29,3,Yes,0
35,86480,1357,17,1,Yes,0
19,66326,33517,21,3,Yes,0
37,140938,2658,5,3,No,0
40,98437,9689,3,4,Yes,0
40,29032,46520,36,1,Yes,1
31,88165,35708,32,3,Yes,0
58,81260,27671,34,4,Yes,0
50,142648,46309,19,0,Yes,0
27,129802,27630,35,0,Yes,0
52,112602,1972,17,1,Yes,0
27,53593,14520,0,0,No,1
50,51276,23680,8,1,Yes,0
25,63554,14947,22,3,Yes,0
25,60498,13827,11,2,Yes,0
20,141266,16478,37,0,Yes,0
51,35169,31475,8,3,No,1
39,111500,26157,32,0,Yes,0
52,112404,39176,35,3,Yes,0
60,76888,18684,31,1,Yes,0
61,129513,17565,31,2,Yes,0
28,42007,16860,10,2,Yes,0
34,36979,45419,28,2,Yes,1
35,48562,44969,30,3,Yes,0
27,147121,32192,20,1,No,1
57,134462,30478,24,1,Yes,0
45,71616,12643,21,3,Yes,0
63,20037,35003,32,3,No,1
34,62485,13517,27,4,Yes,0
48,143112,45959,10,3,Yes,0
24,20005,34366,0,2,Yes,1
35,27450,29281,12,4,Yes,0
18,56527,41397,19,2,Yes,0
40,21082,7032,32,3,Yes,0
42,61340,42745,25,0,Yes,0
52,147818,27255,29,3,Yes,0
40,20947,10216,27,1,Yes,0
49,140212,3197,2,0,Yes,0
26,44550,25586,1,3,Yes,0
35,53717,18481,11,0,Yes,0
26,73380,20377,23,2,Yes,0
59,107276,23908,18,2,No,0
58,68591,19375,16,4,No,0
28,99434,35040,37,0,Yes,0
20,59994,47606,28,3,Yes,0
55,43490,18691,3,4,Yes,0
33,107218,24133,2,1,Yes,0
25,30207,39798,29,2,Yes,1
24,136406,43076,29,4,Yes,0
32,110703,31580,34,2,Yes,0
56,149560,8121,6,2,No,0
30,124599,6213,15,3,No,0
37,77813,10360,4,4,Yes,0
40,44240,48316,0,3,Yes,1
40,94486,49959,14,3,Yes,0
24,122046,2658,37,3,Yes,0
50,48365,17767,30,0,Yes,0
51,99239,39995,12,2,Yes,0
60,132689,9847,38,3,No,0
34,68022,44232,27,3,No,1
25,42106,18138,17,3,Yes,0
55,119655,27618,35,2,Yes,0
31,123949,25453,18,4,Yes,0
41,131016,47117,10,4,Yes,0
46,48393,22740,16,3,Yes,0
50,77153,6656,31,1,No,0
20,85642,20665,35,2,Yes,0
56,58735,7861,25,1,Yes,0
41,26610,6948,23,0,Yes,0
22,134326,15062,34,4,No,0
49,97017,46741,20,3,No,1
48,109342,18684,36,1,Yes,0
26,82457,48287,22,3,Yes,0
59,125648,3412,20,2,No,0
29,20329,23219,3,0,Yes,0
52,85382,28870,30,3,Yes,0
22,22387,25413,9,3,Yes,0
24,34751,14194,14,4,Yes,0
55,26553,48582,14,3,Yes,1
47,114120,5370,31,0,Yes,0
45,75896,49985,37,1,Yes,0
43,35120,43026,17,4,Yes,1
57,67249,36184,1,3,No,1
38,147941,39108,10,1,Yes,0
33,58745,14134,9,1,Yes,0
64,55157,46168,13,4,Yes,0
26,47939,1700,4,1,Yes,0
53,138915,19926,31,4,Yes,0
42,51688,38304,38,1,Yes,0
35,88147,41423,32,3,Yes,0
27,122192,8564,27,1,Yes,0
55,104274,33125,8,1,Yes,0
41,118453,37189,21,2,Yes,0
42,116741,20627,8,4,Yes,0
60,133437,15814,32,0,Yes,0
59,105818,38279,1,0,Yes,1
59,60379,23888,38,4,No,0
32,60750,35310,38,4,Yes,0
20,52314,11187,5,1,Yes,0
48,63356,29213,16,3,Yes,0
19,47898,18803,36,1,Yes,0
43,31085,39215,20,1,No,1
64,57743,33471,18,2,Yes,0
47,22889,22966,0,0,Yes,1
39,27548,21329,19,4,No,1
19,73555,8163,17,0,Yes,0
26,57697,15665,32,0,No,0
56,135377,40155,9,4,Yes,0
25,64891,12157,31,3,Yes,0
44,129443,17556,6,2,No,0
21,86612,20029,15,3,Yes,0
45,106676,23789,3,2,Yes,0
30,108667,11728,31,4,Yes,0
18,100781,42430,23,4,No,1
50,59236,26282,38,3,Yes,0
28,134530,43730,8,0,Yes,0
50,30967,48638,18,3,Yes,1
32,78582,26257,11,2,Yes,0
31,114626,7107,3,0,No,0
43,29475,19912,29,1,Yes,0
36,146610,22931,23,1,Yes,0
22,83769,21659,21,1,Yes,0
31,60412,32608,21,3,Yes,0
28,139967,24212,37,0,Yes,0
48,134841,29704,1,4,Yes,0
41,126397,7103,26,1,Yes,0
35,45714,44308,30,1,Yes,0
23,41584,20517,28,4,Yes,0
35,30336,47487,24,2,Yes,1
44,37771,27170,36,1,Yes,0
51,55877,22545,29,3,No,0
31,119007,24763,37,3,Yes,0
36,79258,27509,9,1,Yes,0
31,73836,24636,19,0,No,0
42,35021,13420,7,4,No,1
36,24395,17047,2,1,Yes,0
59,75332,48899,27,4,Yes,0
44,75598,7518,0,2,Yes,0
39,93166,42742,7,1,Yes,0
45,105982,47233,1,1,No,1
48,69695,22563,18,3,Yes,0
64,103817,12285,3,1,Yes,0
50,64783,48918,11,2,Yes,0
34,83238,47209,9,4,Yes,0
29,79402,7602,2,1,Yes,0
47,98513,9100,23,3,No,0
64,145383,10886,22,0,Yes,0
44,141219,41726,25,4,Yes,0
27,141754,16405,20,3,Yes,0
45,141025,27802,22,1,Yes,0
33,36220,1984,18,3,No,1
23,68582,49039,38,0,Yes,0
45,110724,21905,12,2,Yes,0
60,83130,25361,22,3,Yes,0
30,25674,23612,3,4,Yes,0
45,35376,39921,30,1,Yes,1
42,107340,13460,37,1,No,0
44,130675,19946,29,0,No,0
62,51817,44208,27,0,No,1
39,133141,8899,15,2,No,0
22,27253,35610,6,0,Yes,1
46,76441,24091,36,3,Yes,0
51,133922,10412,38,0,Yes,0
37,138996,20689,23,1,No,0
27,76768,49503,30,4,No,1
46,105836,49216,20,4,Yes,0
59,83350,34799,18,2,Yes,0
49,42257,33632,22,4,Yes,0
62,137836,43177,9,1,No,1
22,61521,11920,23,4,No,0
43,82363,24634,30,1,Yes,0
45,35732,30692,14,0,Yes,1
56,75371,20933,24,1,Yes,0
22,128392,18852,8,4,Yes,0
29,39726,2287,21,0,No,1
45,142906,1068,32,4,Yes,0
53,103211,46977,16,0,Yes,0
44,77183,29071,11,3,No,0
62,114020,43240,39,1,Yes,0
20,125879,43231,0,0,Yes,1
61,132284,14891,36,3,Yes,0
19,49312,10176,32,3,Yes,0
36,129649,19458,6,3,Yes,0
42,52309,13452,5,1,Yes,0
35,125430,6413,39,0,No,0
55,106053,11156,27,0,Yes,0
29,29854,8311,31,1,Yes,0
23,79949,23277,16,2,Yes,0
21,148279,18842,6,4,No,0
50,55577,28139,14,4,Yes,0
42,144210,24398,17,4,No,0
28,85532,9172,7,1,Yes,0
50,97061,4331,10,4,Yes,0
31,29046,17128,16,1,Yes,0
29,109796,2865,5,0,Yes,0
62,77911,37136,30,2,Yes,0
48,125649,12172,33,4,Yes,0
59,72948,40435,2,2,Yes,0
61,110664,17246,37,1,No,0
47,149327,25687,15,0,Yes,0
49,37101,41487,8,0,Yes,1
27,111685,23728,10,3,Yes,0
60,61037,1799,11,1,Yes,0
46,24102,6615,6,3,Yes,0
58,127968,38547,26,3,Yes,0
26,47387,30954,2,4,Yes,0
20,36350,39968,20,3,Yes,1
18,109609,7918,12,1,Yes,0
45,47476,34297,12,0,Yes,0
62,68228,13631,25,0,Yes,0
36,118831,48820,36,3,Yes,0
62,110875,23118,35,3,Yes,0
38,31600,36246,17,1,Yes,1
50,93535,46111,10,1,Yes,0
51,127472,25642,21,4,Yes,0
39,80598,30652,36,4,Yes,0
57,46519,49554,17,2,Yes,0
53,44074,26574,34,0,Yes,0
39,35372,16688,8,0,No,1
26,67310,41682,23,0,Yes,0
57,55079,1068,20,4,Yes,0
61,47685,6351,2,1,Yes,0
23,48605,27440,10,0,Yes,0
59,78541,37028,6,2,Yes,0
45,79021,38310,20,4,Yes,0
52,49765,26476,2,2,Yes,0
33,21528,39822,2,1,No,1
52,126862,45047,24,2,Yes,0
51,117425,22831,30,1,No,0
43,89928,12221,11,3,No,0
46,129681,23406,21,1,Yes,0
48,99099,45034,21,1,Yes,0
50,64440,11249,8,4,Yes,0
28,40714,22814,22,0,Yes,0
60,67396,20215,17,1,Yes,0
57,71408,42704,18,3,Yes,0
40,56157,27710,6,4,Yes,0
60,47378,26650,28,2,Yes,0
19,100083,23778,5,1,Yes,0
25,106732,45707,27,3,Yes,0
64,143791,7590,12,4,Yes,0
54,31936,47110,14,2,Yes,1
58,85782,43809,1,2,Yes,1
22,48106,30228,9,3,Yes,0
51,68415,8907,12,0,No,0
26,21780,1339,24,0,Yes,0
60,32943,48401,14,2,Yes,1
63,107659,36677,31,4,Yes,0
61,111291,48817,13,1,Yes,0
36,125789,38410,34,2,Yes,0
46,145318,4061,14,1,Yes,0
46,104977,6635,8,4,Yes,0
61,110099,4574,15,4,No,0
46,60232,14495,36,1,Yes,0
37,49782,42274,36,4,Yes,0
64,82601,6483,4,0,Yes,0
32,45905,39997,0,0,Yes,1
59,69832,46452,34,2,Yes,0
38,145407,49503,0,2,No,1
25,27485,41949,7,2,Yes,1
45,63978,37258,14,2,Yes,0
61,85841,8771,7,1,Yes,0
19,82197,5111,12,2,Yes,0
38,62770,10442,20,2,Yes,0
48,87963,29554,32,3,Yes,0
36,23199,47177,22,2,Yes,1
53,119430,9460,22,2,Yes,0
56,69454,12125,20,1,No,0
34,36226,17496,23,1,Yes,0
45,50846,46760,39,3,Yes,0
42,83985,25837,30,0,Yes,0
54,105389,23481,29,3,Yes,0
63,43645,12604,38,3,No,0
31,51695,48201,20,4,Yes,0
42,62017,3251,14,0,Yes,0
45,27612,25089,19,4,Yes,0
31,40175,2504,10,3,Yes,0
48,82969,17719,13,3,Yes,0
24,115063,5403,28,3,Yes,0
50,60438,39938,14,3,Yes,0
46,84094,20952,36,0,Yes,0
63,143989,19047,10,3,Yes,0
24,34440,46537,10,3,Yes,1
22,124791,25527,37,4,Yes,0
22,50615,47656,13,3,Yes,0
63,66246,48989,22,0,Yes,0
47,88591,38257,33,1,Yes,0
24,97124,18872,12,4,Yes,0
59,20015,40720,24,2,No,1
40,78260,41770,28,1,Yes,0
30,64859,1526,36,1,Yes,0
64,112545,10292,16,2,Yes,0
52,60002,6022,39,0,Yes,0
33,131633,49980,23,4,Yes,0
21,27188,9308,39,2,No,1
29,81521,29390,24,2,No,0
52,135477,16218,0,4,Yes,0
25,28078,28655,27,0,Yes,0
34,78706,16636,32,0,No,0
64,67598,25798,4,2,Yes,0
47,91667,47115,38,0,Yes,0
19,77295,11832,11,1,Yes,0
58,72335,39568,33,4,Yes,0
45,127900,8551,19,1,Yes,0
22,126826,33322,34,0,No,1
62,54283,2094,16,3,Yes,0
39,58255,38858,13,1,Yes,0
55,45968,22182,3,0,Yes,0
49,79414,34716,2,2,No,1
40,24076,7540,12,4,Yes,0
46,115287,33031,31,2,Yes,0
22,148501,18705,2,4,Yes,0
42,69817,20674,13,3,Yes,0
52,93820,1393,29,3,Yes,0
52,98627,1019,29,1,No,0
23,98424,2567,31,4,Yes,0
60,148416,25974,6,3,Yes,0
57,129503,49910,14,1,Yes,0
45,135248,17713,37,3,Yes,0
59,39644,32734,0,0,Yes,1
29,63351,16389,37,2,Yes,0
30,42578,35409,25,3,Yes,0
43,35225,47993,4,4,No,1
38,148590,12304,12,4,Yes,0
47,69088,25240,13,1,Yes,0
40,59941,16702,22,2,Yes,0
46,45957,45484,11,2,Yes,0
39,143182,13813,22,0,Yes,0
28,117697,13935,39,0,Yes,0
38,55421,14188,21,4,Yes,0
45,143804,31750,12,2,Yes,0
19,145919,49448,6,1,Yes,0
22,25285,30979,31,3,Yes,1
63,100946,16932,23,2,No,0
61,146900,15234,26,3,Yes,0
25,87309,42319,16,2,Yes,0
51,140370,7157,27,4,Yes,0
28,88943,48853,22,4,Yes,0
56,26533,13393,38,3,Yes,0
34,41007,12282,24,2,No,0
30,91303,39918,15,1,No,1
63,114605,19201,8,3,No,0
55,53359,17919,16,4,Yes,0
51,111797,20579,26,1,Yes,0
38,140736,37345,4,2,Yes,0
33,78097,20410,16,0,Yes,0
58,144403,41431,37,0,Yes,0
44,95899,3205,15,2,Yes,0
24,91873,46958,26,3,No,1
36,65913,33586,30,0,Yes,0
55,70924,23043,20,1,Yes,0
63,65499,12675,23,4,Yes,0
20,53649,30030,14,3,No,1
40,142031,39472,39,1,Yes,0
42,62464,17636,37,3,Yes,0
57,137035,29610,14,4,Yes,0
35,111257,18957,0,4,Yes,0
38,89852,17937,19,2,Yes,0
43,45825,11922,22,3,No,0
48,84680,12023,38,4,Yes,0
26,102093,42209,0,3,Yes,1
28,35330,18085,17,0,Yes,0
47,90605,24082,15,4,Yes,0
32,127089,12545,37,4,Yes,0
19,42455,16161,29,3,Yes,0
43,130623,12603,33,0,No,0
25,30846,37587,0,2,No,1
62,96394,39912,20,1,No,1
25,87696,33458,38,3,Yes,0
38,141779,5353,30,2,Yes,0
41,83355,30858,9,1,Yes,0
39,112290,45542,1,3,Yes,1
54,38782,35911,34,3,Yes,1
39,51094,9896,39,1,No,0
61,102911,18127,12,1,Yes,0
28,130814,14448,26,0,No,0
33,87573,11188,25,0,No,0
42,96850,14349,29,0,Yes,0
18,140522,11701,5,3,No,0
44,47430,32873,36,3,Yes,0
36,115852,49784,37,2,Yes,0
52,37059,34585,33,4,No,1
52,23937,27408,33,3,No,1
52,54381,29949,25,4,Yes,0
34,21082,5210,21,0,Yes,0
49,88771,12556,18,1,No,0
18,81920,23127,16,2,Yes,0
18,45192,49503,22,2,Yes,0
51,37522,41837,20,2,No,1
51,34456,8087,12,1,Yes,0
33,117555,21592,31,2,No,0
23,92467,20262,0,1,Yes,0
55,66624,3248,9,0,No,0
58,110179,36065,36,1,No,1
38,108321,16552,13,2,Yes,0
55,122710,43362,6,1,Yes,0
23,60768,34665,14,1,Yes,0
38,109627,39022,21,4,Yes,0
44,122236,44780,22,1,Yes,0
37,118231,18029,16,0,Yes,0
32,147813,8304,34,0,Yes,0
45,70934,48177,9,0,No,0
22,104553,4722,39,1,Yes,0
30,51514,13333,8,4,Yes,0
57,44312,8894,31,3,Yes,0
41,126601,4857,25,1,Yes,0
28,81177,43870,19,3,Yes,0
58,122601,35630,12,1,No,1
29,57805,4497,1,2,Yes,0
31,103661,10589,21,2,Yes,0
34,63319,29794,13,3,Yes,0
54,139336,38921,24,1,No,1
62,63463,11819,7,0,Yes,0
37,55950,4291,17,0,Yes,0
29,105195,46617,37,1,Yes,0
23,136475,36377,10,0,No,1
41,100978,36655,37,3,Yes,0
32,98561,46022,37,4,Yes,0
52,108220,43418,26,3,Yes,0
40,149006,23061,21,2,No,0
24,135392,26947,10,1,Yes,0
57,85063,34617,19,1,Yes,0
54,109572,15026,20,3,Yes,0
48,104084,4415,25,4,No,0
30,115192,22572,39,1,Yes,0
42,33224,4991,12,4,Yes,0
48,139396,4352,1,2,Yes,0
47,26940,29063,7,0,No,1
28,140048,2237,9,1,Yes,0
44,110005,31985,29,4,No,1
39,101301,49012,14,2,Yes,0
31,59593,23499,18,3,No,0
55,122552,15678,9,2,Yes,0
28,83967,3103,14,1,Yes,0
46,104766,5317,37,4,Yes,0
52,95838,7141,7,1,Yes,0
42,40449,42288,33,1,Yes,0
20,133076,5814,17,3,Yes,0
25,77888,19309,4,3,No,0
56,24123,18938,37,2,No,1
42,112676,6301,38,1,Yes,0
61,87203,6347,23,1,Yes,0
27,95188,13326,26,0,No,0
29,84892,4239,26,3,Yes,0
39,118706,14892,19,0,Yes,0
25,103920,23765,6,2,Yes,0
56,38318,45327,19,2,Yes,1
22,72357,44420,14,0,Yes,0
47,134587,37434,37,1,No,1
32,21160,42150,6,4,Yes,1
21,114414,7575,22,1,Yes,0
30,63909,22181,15,4,Yes,0
59,101641,41205,34,0,Yes,0
32,49960,48372,16,1,Yes,0
64,108051,25406,22,0,Yes,0
44,22365,32748,7,1,Yes,1
36,42620,26568,1,0,Yes,0
18,74030,23559,36,0,Yes,0
48,68888,14181,2,4,Yes,0
34,76878,23943,31,3,Yes,0
21,123602,11965,27,1,Yes,0
45,75412,24169,31,3,Yes,0
20,66025,34827,35,1,No,1
59,146019,24814,15,2,No,0
37,111707,10223,8,3,Yes,0
50,119064,17450,39,1,Yes,0
61,53371,15012,9,4,Yes,0
21,136694,7353,32,4,Yes,0
48,105159,12643,16,3,Yes,0
39,39798,44388,9,3,Yes,1
24,125703,39241,29,0,Yes,0
52,128850,31403,32,0,Yes,0
31,22606,32160,13,1,No,1
21,147673,4140,1,4,Yes,0
23,23512,2093,25,0,Yes,0
48,100913,10533,34,0,Yes,0
64,140601,36732,37,3,Yes,0
20,29425,3928,0,1,Yes,0
40,121311,31863,25,0,Yes,0
22,43528,37612,25,1,Yes,0
61,26565,42444,36,0,Yes,1
19,78704,31936,22,1,Yes,0
54,42187,15582,2,4,Yes,0
19,27240,40566,27,4,Yes,1
32,71543,10635,7,2,Yes,0
29,35389,43911,23,2,Yes,1
36,38669,24226,38,2,No,1
41,63151,46885,21,3,Yes,0
28,44241,21441,7,3,Yes,0
30,76911,4457,24,4,No,0
37,71986,24888,4,4,Yes,0
31,22466,32812,29,4,Yes,1
60,122318,18261,17,4,Yes,0
49,87061,24117,37,0,No,0
19,124568,11977,2,3,No,0
36,40511,9342,30,4,Yes,0
30,107054,41798,16,0,Yes,0
24,49405,32941,20,3,Yes,0
21,27704,45367,10,3,Yes,1
47,89863,19312,24,2,Yes,0
64,142733,9638,34,4,Yes,0
47,107359,38664,39,0,No,1
44,144034,39936,21,2,No,1
61,71999,35094,13,0,Yes,0
43,99509,15941,22,0,Yes,0
31,121226,5190,13,0,Yes,0
25,103597,15052,16,3,No,0
60,134313,15305,3,1,Yes,0
52,142790,6702,16,0,Yes,0
57,31244,4642,36,1,Yes,0
63,56776,7421,17,4,Yes,0
22,83083,5517,5,4,No,0
23,38402,28277,34,4,No,1
24,82813,12955,19,0,Yes,0
18,111549,41385,30,3,Yes,0
49,24359,8838,24,2,Yes,0
39,120719,1840,22,1,Yes,0
24,117507,6335,34,2,Yes,0
29,105856,36916,7,2,Yes,0
23,130304,1458,38,0,Yes,0
23,36259,33711,33,0,Yes,1
39,107154,20604,23,3,Yes,0
52,43482,21615,14,3,Yes,0
18,143491,9951,0,4,Yes,0
63,92144,48548,39,1,Yes,0
63,74892,11025,22,0,Yes,0
43,76091,30424,15,1,Yes,0
28,22921,27098,20,4,Yes,0
35,132681,32282,25,3,No,1
33,130276,39586,12,1,Yes,0
64,140395,20088,13,1,Yes,0
42,136584,17029,34,4,Yes,0
42,123612,37269,6,1,Yes,0
34,91301,38081,31,2,Yes,0
45,94804,26535,11,1,Yes,0
56,111556,23770,24,3,Yes,0
36,121584,27855,10,0,Yes,0
48,36488,19062,7,4,Yes,0
40,70406,6349,17,2,Yes,0
36,140966,5278,18,2,Yes,0
39,91028,48234,19,2,Yes,0
58,103161,21782,4,2,Yes,0
37,126965,20757,36,1,Yes,0
54,149114,38574,26,2,Yes,0
36,99741,18752,24,2,Yes,0
22,34915,19047,14,0,Yes,0
19,89650,11367,18,0,Yes,0
42,102025,39529,6,0,No,1
54,29470,48342,32,4,Yes,1
33,97975,10500,36,3,Yes,0
59,144243,48558,25,2,Yes,0
57,108954,10257,36,1,Yes,0
43,141505,43774,38,2,Yes,0
51,111998,27547,19,3,Yes,0
51,148781,9210,35,4,Yes,0
42,24158,21380,23,3,Yes,0
48,38891,16376,32,3,Yes,0
49,98000,28780,17,4,Yes,0
27,55057,29155,13,1,Yes,0
31,100294,15674,5,1,Yes,0
37,34425,36251,3,2,No,1
55,105015,4261,5,1,Yes,0
29,127460,22672,8,2,Yes,0
52,74567,14776,21,2,No,0
41,116634,37635,27,1,Yes,0
18,47799,45312,8,0,No,1
52,82904,43305,9,0,No,1
41,61848,29562,0,2,No,1
34,44346,27013,24,3,No,0
34,88354,41696,5,3,Yes,0
40,54579,2785,21,0,Yes,0
19,101447,42704,37,4,Yes,0
51,123157,24828,28,3,No,0
26,82820,46615,5,3,Yes,0
19,109682,33343,20,0,Yes,0
31,94408,17652,1,0,No,1
43,133341,32796,9,3,Yes,0
46,76680,30738,10,3,Yes,0
45,75746,39756,28,3,No,1
46,90210,16070,10,3,Yes,0
63,41699,43835,35,1,Yes,0
36,133004,31688,5,1,Yes,0
57,87594,49527,25,0,Yes,0
35,135452,37240,33,4,Yes,0
55,34963,11473,29,3,Yes,0
61,75659,21936,1,0,Yes,0
40,95591,39758,33,0,Yes,0
63,36702,12745,7,4,Yes,0
48,108294,29424,10,1,No,0
47,66733,29887,26,3,Yes,0
52,28252,14414,26,3,No,1
55,71322,3423,12,2,Yes,0
60,123727,49413,21,1,Yes,0
30,37182,10136,36,3,No,1
27,143225,24640,35,2,Yes,0
45,60308,8021,18,2,Yes,0
34,113011,37881,39,1,Yes,0
64,98233,31394,2,0,Yes,0
24,90043,12573,27,3,Yes,0
21,83001,19016,10,3,Yes,0
56,43057,19059,8,0,No,0
34,98784,31029,26,2,Yes,0
40,67836,45588,4,1,Yes,0
62,37939,30236,11,0,Yes,1
20,49164,48646,36,0,Yes,0
23,37974,2787,17,4,Yes,0
42,30467,24234,31,0,No,1
44,114223,36809,22,0,Yes,0
41,29511,16817,35,4,Yes,0
53,58262,42443,17,4,Yes,0
62,114791,18374,30,2,Yes,0
62,34974,8131,32,3,Yes,0
28,34497,47660,28,1,Yes,1
62,148145,10017,30,0,No,0
61,147319,39713,33,3,No,1
25,88950,19940,17,3,Yes,0
20,76234,27691,10,3,Yes,0
51,100857,40137,37,3,No,1
60,96719,23713,11,1,Yes,0
44,70659,18913,28,3,No,0
39,27207,3196,36,0,Yes,0
64,144926,1921,38,3,Yes,0
42,128073,8820,12,1,No,0
35,98678,34329,35,0,Yes,0
50,101748,8655,31,0,Yes,0
36,76095,34181,2,2,Yes,0
28,141293,14145,1,3,Yes,0
41,120211,22107,5,0,Yes,0
27,25392,2195,21,0,Yes,0
29,99522,6050,21,0,Yes,0
28,82403,10495,32,3,Yes,0
37,108552,9673,32,1,Yes,0
48,50164,12526,13,1,Yes,0
20,111729,6937,37,2,Yes,0
46,24722,49943,21,0,Yes,1
37,112159,1129,15,3,Yes,0
18,23044,29760,18,2,Yes,0
43,85195,32617,22,4,No,1
32,22696,3661,32,0,Yes,0
49,130432,39379,3,1,Yes,0
28,36450,45638,14,3,Yes,1
47,142815,10983,37,4,Yes,0
48,21659,44451,14,0,Yes,1
50,30426,28617,7,0,Yes,0
19,98004,7891,18,0,No,0
35,73900,14336,24,0,No,0
57,140623,47545,15,0,No,1
38,64159,10888,16,4,No,0
23,129606,37498,33,4,No,1
43,99198,16324,36,4,No,0
47,53071,31889,8,3,Yes,0
54,64588,12428,12,2,No,0
21,56375,32830,16,0,No,1
47,40460,23516,25,2,Yes,0
45,110744,33579,11,3,Yes,0
32,104118,18604,0,1,No,1
62,65210,37435,28,2,Yes,0
38,46708,6475,16,1,No,0
24,83333,15548,7,1,Yes,0
52,51385,11046,35,3,Yes,0
24,115279,23507,13,1,Yes,0
40,131126,24510,10,2,Yes,0
40,67020,19639,9,1,Yes,0
52,57177,38432,12,0,Yes,0
23,119187,49435,18,4,No,0
64,67780,48434,7,4,Yes,0
53,45568,33840,28,0,Yes,0
54,81407,10088,17,3,Yes,0
44,33686,2025,12,4,Yes,0
44,101371,33256,25,0,No,1
22,92959,18413,9,4,No,0
54,109012,12374,7,3,Yes,0
62,148668,7829,22,0,Yes,0
34,37245,46382,7,1,No,1
40,30220,5279,38,1,Yes,0
21,106379,3534,39,3,Yes,0
59,78390,19162,39,3,Yes,0
38,22015,25657,11,1,Yes,0
52,122491,45585,15,3,Yes,0
26,131218,48136,24,3,Yes,0
64,120280,3728,36,2,Yes,0
62,127154,21575,27,4,No,0
53,75692,19913,1,4,No,0
50,69923,13202,29,4,Yes,0
39,69220,29820,12,1,Yes,0
45,34002,45537,25,0,Yes,1
22,63200,28648,9,1,Yes,0
52,39739,38077,16,1,Yes,1
53,108306,32085,3,0,Yes,0
21,65565,16691,17,2,Yes,0
60,59384,9109,11,4,No,0
55,140355,22437,27,3,Yes,0
57,57710,16804,5,3,Yes,0
38,94311,4531,19,4,Yes,0
39,40096,26522,37,2,Yes,0
40,22810,10047,11,3,Yes,0
43,130065,38458,37,0,Yes,0
23,41330,11068,6,1,Yes,0
36,30778,35461,8,0,Yes,1
30,102600,19409,10,3,Yes,0
33,73444,1449,7,2,Yes,0
18,97066,24055,34,4,Yes,0
29,133784,7741,33,3,Yes,0
49,66246,19254,31,3,No,0
28,103000,29554,8,4,Yes,0
25,77811,2112,10,0,Yes,0
60,62723,14784,30,4,Yes,0
42,136102,14235,6,0,Yes,0
49,132637,11864,20,3,Yes,0
46,113685,34282,7,0,Yes,0
52,30068,26262,32,2,Yes,0
19,99703,13264,20,3,No,0
42,37357,16303,7,2,Yes,0
35,107802,30367,28,1,Yes,0
54,88960,43678,11,3,Yes,0
30,111815,36035,29,3,Yes,0
64,77771,18985,18,1,Yes,0
35,135503,33280,12,0,No,1
39,57909,7654,16,1,Yes,0
24,133559,19595,33,2,No,0
61,34255,16430,34,2,Yes,0
50,96948,24721,23,2,Yes,0
21,103251,42209,7,2,Yes,0
57,75401,39516,32,0,Yes,0
52,107793,45308,22,1,No,1
19,74182,22058,2,3,Yes,0
25,29901,45263,7,3,Yes,1
38,87170,26106,18,2,Yes,0
23,61552,24481,39,0,Yes,0
56,122537,20280,15,3,Yes,0
57,139712,32376,14,3,Yes,0
21,56373,15312,1,4,Yes,0
39,72647,36402,9,3,Yes,0
38,54297,12312,7,2,Yes,0
37,85226,35747,26,0,Yes,0
34,94292,47779,1,1,Yes,1
55,27883,40935,28,1,Yes,1
46,68875,7918,13,0,No,0
43,37234,31268,34,1,No,1
42,77443,41712,3,2,Yes,0
30,48702,24043,12,2,Yes,0
25,121293,34864,12,0,Yes,0
37,37878,27944,1,2,Yes,1
51,70708,18071,15,4,Yes,0
62,21408,24154,0,2,Yes,1
41,85451,37862,24,1,Yes,0
29,134921,7323,21,0,No,0
50,83190,31535,28,3,Yes,0
28,50540,10680,15,0,Yes,0
33,94034,14615,2,1,Yes,0
31,115213,9956,26,2,Yes,0
61,130312,10483,26,2,Yes,0
